"rank","word","count","wordle_answer"
"108","issue","128427156","True"
"109","range","128314924","True"
"110","court","127719981","True"
"111","audio","127014703","True"
"112","light","126699632","True"
"113","write","126645151","True"
"114","offer","126228968","True"
"115","given","125542966","True"
"116","files","125524478","False"
"117","event","125515260","True"
"118","china","124472054","True"
"119","needs","123595776","False"
"120","might","123196001","True"
"121","month","123027963","True"
"122","major","122592252","True"
"123","areas","121986327","False"
"124","space","121505269","True"
"125","cards","121094522","False"
"126","child","119747393","True"
"127","enter","119394206","True"
"128","share","119294241","True"
"129","added","118410414","False"
"130","radio","113285624","True"
"131","color","112965658","True"
"132","track","112385243","True"
"133","least","111229798","True"
"134","trade","110086585","True"
"135","david","109067044","False"
"136","green","108287905","True"
"137","close","107853068","True"
"138","drive","107799371","True"
"139","short","106755242","True"
"140","means","105946662","False"
"141","daily","105837757","True"
"142","beach","105642682","True"
"143","costs","101090970","False"
"144","style","101024266","True"
"145","front","100886343","True"
"146","parts","100637505","False"
"147","early","100013194","True"
"148","miles","100012522","False"
"149","sound","100010833","True"
"150","rules","97658641","False"
"151","final","97649084","True"
"152","adult","97583096","True"
"153","thing","97451660","True"
"154","cheap","97049762","True"
"155","third","95489240","True"
"156","gifts","95412416","False"
"157","cover","94501729","True"
"158","often","92551460","True"
"159","watch","92006970","True"
"160","deals","91189968","False"
"161","words","90910143","False"
"162","james","90535679","False"
"163","heart","90249265","True"
"164","error","89396475","True"
"165","clear","88447610","True"
"166","makes","87829598","False"
"167","india","87391857","False"
"168","taken","87019836","True"
"169","cases","86255673","False"
"170","quick","85584600","True"
"171","whole","85202530","True"
"172","later","84857974","True"
"173","basic","84840226","True"
"174","shows","84804638","False"
"175","along","83444756","True"
"176","among","83431590","True"
"177","death","83216831","True"
"178","speed","83135749","True"
"179","brand","82807581","True"
"180","stuff","81444510","True"
"181","japan","81110725","False"
"182","doing","80821946","True"
"183","loans","80821333","False"
"184","shoes","80755612","False"
"185","entry","80717798","True"
"186","notes","79958318","False"
"187","force","79199815","True"
"188","river","78843808","True"
"189","album","77914316","True"
"190","views","77333335","False"
"191","plans","77295630","False"
"192","build","77203075","True"
"193","types","77070740","False"
"194","lines","76806341","False"
"195","apply","76341478","True"
"196","asked","75532722","False"
"197","cross","74230978","True"
"198","weeks","73571749","False"
"199","lower","72606927","True"
"200","names","71918906","False"
"201","leave","70957750","True"
"202","teens","70859771","False"
"203","woman","70613606","True"
"204","cable","70082598","True"
"205","score","69315004","True"
"206","shown","68755779","True"
"207","flash","68391647","True"
"208","ideas","67309657","False"
"209","allow","67052567","True"
"210","homes","66753480","False"
"211","super","66703287","True"
"212","asian","66078353","False"
"213","cause","65904680","True"
"214","focus","65626732","True"
"215","voice","64600528","True"
"216","comes","64256803","False"
"217","brown","64112042","True"
"218","forms","63561604","False"
"219","glass","63559754","True"
"220","happy","63471922","True"
"221","smith","63357901","True"
"222","thank","63234550","True"
"223","ready","62667516","True"
"224","round","61836702","True"
"225","built","61502894","True"
"226","blood","61348302","True"
"227","earth","61059905","True"
"228","nokia","61035236","False"
"229","italy","60280461","False"
"230","basis","59901425","True"
"231","award","59652161","True"
"232","peter","59541743","False"
"233","extra","59377307","True"
"234","rated","59102029","False"
"235","quite","58777731","True"
"236","horse","58453720","True"
"237","stars","58352743","False"
"238","owner","58189056","True"
"239","takes","57784233","False"
"240","bring","57608074","True"
"241","agent","57103658","True"
"242","valid","57094711","True"
"243","grand","56599468","True"
"244","trial","56547673","True"
"245","wrote","56421594","True"
"246","ships","56365355","False"
"247","metal","56181783","True"
"248","funds","55721876","False"
"249","guest","55293215","True"
"250","seems","55276661","False"
"251","grade","54275130","True"
"252","panel","53784382","True"
"253","floor","53759851","True"
"254","match","53532481","True"
"255","plant","53247607","True"
"256","sense","52629633","True"
"257","stage","52518330","True"
"258","goods","52507183","False"
"259","maybe","51895609","True"
"260","spain","51553238","False"
"261","youth","51426255","True"
"262","break","51242970","True"
"263","dance","51147967","True"
"264","apple","50551171","True"
"265","enjoy","50141455","True"
"266","block","49694725","True"
"267","civil","49495349","True"
"268","steel","49452604","True"
"269","songs","49272598","False"
"270","fixed","49215402","False"
"271","wrong","49156828","True"
"272","hands","49087727","False"
"273","paris","48831449","False"
"274","fully","48616832","True"
"275","worth","48075237","True"
"276","peace","47856201","True"
"277","coast","47716394","True"
"278","grant","47609624","True"
"279","agree","47500911","True"
"280","blogs","46978262","False"
"281","scale","46307526","True"
"282","stand","46292709","True"
"283","frame","46079991","True"
"284","chief","45699591","True"
"285","gives","45649146","False"
"286","heard","45436523","True"
"287","begin","45434902","True"
"288","royal","45407189","True"
"289","clean","45381752","True"
"290","bible","45080741","True"
"291","suite","44829675","True"
"292","vegas","44810653","False"
"293","chris","44754518","False"
"294","piece","44298807","True"
"295","sheet","44295187","True"
"296","seven","44224906","True"
"297","older","44222089","True"
"298","cells","44128080","False"
"299","calls","43661633","False"
"300","whose","43634263","True"
"301","naked","43110969","False"
"302","lives","42750046","False"
"303","stone","42494931","True"
"304","tests","42336117","False"
"305","buyer","42024703","True"
"306","steve","41997245","False"
"307","label","41359857","True"
"308","scott","41326573","False"
"309","canon","41144763","True"
"310","waste","41089558","True"
"311","chair","40764005","True"
"312","phase","40722940","True"
"313","shirt","40501964","True"
"314","crime","40361756","True"
"315","count","40345803","True"
"316","claim","40085342","True"
"317","patch","39999745","True"
"318","santa","39664896","False"
"319","alone","39326417","True"
"320","jones","39297134","False"
"321","saint","38929141","True"
"322","drugs","38827156","False"
"323","fresh","38781893","True"
"324","dates","38442243","False"
"325","upper","38341510","True"
"326","prime","38308402","True"
"327","began","38269468","True"
"328","steps","38254292","False"
"329","shops","38241315","False"
"330","creek","38159464","True"
"331","urban","38087999","True"
"332","labor","37866418","True"
"333","admin","37835381","True"
"334","heavy","37668153","True"
"335","solid","37426444","True"
"336","theme","37219937","True"
"337","touch","36831035","True"
"338","goals","36766773","False"
"339","serve","36697856","True"
"340","magic","36676771","True"
"341","smart","36636558","True"
"342","latin","36548259","False"
"343","avoid","36508203","True"
"344","birth","36286070","True"
"345","abuse","36269685","True"
"346","facts","36041603","False"
"347","faith","35936559","True"
"348","chain","35928367","True"
"349","moved","35713495","False"
"350","reach","35687918","True"
"351","gamma","35426622","True"
"352","truth","35345925","True"
"353","films","35200065","False"
"354","owned","35050234","False"
"355","draft","35033621","True"
"356","chart","35027490","True"
"357","jesus","34929061","False"
"358","clubs","34881779","False"
"359","equal","34832354","True"
"360","codes","34503537","False"
"361","kinds","34482138","False"
"362","teams","34383288","False"
"363","funny","34281806","True"
"364","tried","34201786","True"
"365","named","34099544","False"
"366","laser","34080740","False"
"367","harry","33867934","True"
"368","taxes","33674672","False"
"369","mouse","33667003","True"
"370","brain","33612784","True"
"371","dream","33518573","True"
"372","false","33476460","True"
"373","falls","33213513","False"
"374","stats","33096627","False"
"375","carry","33056477","True"
"376","hello","32960381","True"
"377","clips","32846497","False"
"378","brief","32599674","True"
"379","ended","32588866","False"
"380","eight","32567724","True"
"381","wants","32538214","False"
"382","alert","32472727","True"
"383","queen","32366847","True"
"384","sweet","32311923","True"
"385","diego","32238555","False"
"386","truck","32136249","True"
"387","votes","32059663","False"
"388","ocean","31928741","True"
"389","signs","31899467","False"
"390","depth","31879926","True"
"391","train","31816971","True"
"392","feeds","31593736","False"
"393","route","31439231","True"
"394","frank","31392284","True"
"395","anime","31334688","True"
"396","speak","31324712","True"
"397","query","31284313","True"
"398","rural","30998929","True"
"399","judge","30905832","True"
"400","bytes","30848384","False"
"401","fight","30784313","True"
"402","filed","30718907","False"
"403","korea","30582894","False"
"404","banks","30582183","False"
"405","kelly","30510238","False"
"406","leads","30507300","False"
"407","brian","30060564","False"
"408","miami","29904805","False"
"409","wales","29821525","False"
"410","noted","29754565","False"
"411","spent","29719451","True"
"412","davis","29689352","False"
"413","helps","29607993","False"
"414","cycle","29585286","True"
"415","sleep","29491537","True"
"416","scene","29372413","True"
"417","drink","29254937","True"
"418","intel","28995654","False"
"419","rings","28827859","False"
"420","henry","28769085","False"
"421","guess","28743465","True"
"422","ahead","28375319","True"
"423","devel","28152649","False"
"424","delta","28051872","True"
"425","cisco","27894293","False"
"426","alpha","27832836","True"
"427","bonus","27819488","True"
"428","adobe","27538755","True"
"429","trees","27378116","False"
"430","dress","27318959","True"
"431","refer","27099706","True"
"432","babes","27016030","False"
"433","layer","26912270","True"
"434","spend","26713310","True"
"435","clock","26624872","True"
"436","ratio","26457942","True"
"437","proof","26305059","True"
"438","empty","26206017","True"
"439","maine","26049821","False"
"440","ideal","26036289","True"
"441","specs","26029159","False"
"442","parks","25974927","False"
"443","cream","25898758","True"
"444","boxes","25787744","False"
"445","hills","25770218","False"
"446","aware","25700328","True"
"447","shape","25675227","True"
"448","irish","25658075","False"
"449","firms","25497302","False"
"450","usage","25440406","True"
"451","mixed","25395056","False"
"452","exist","25349128","True"
"453","wheel","25342937","True"
"454","angel","25294123","True"
"455","width","25182453","True"
"456","noise","25171520","True"
"457","array","25150016","True"
"458","greek","25059132","False"
"459","sharp","24904199","True"
"460","occur","24679212","True"
"461","coach","24514961","True"
"462","kevin","24511652","False"
"463","plate","24275560","True"
"464","logic","23989892","True"
"465","sizes","23751367","False"
"466","plain","23747230","True"
"467","costa","23702154","False"
"468","trail","23648838","True"
"469","buddy","23611087","True"
"470","setup","23534848","True"
"471","blues","23387172","False"
"472","scope","23349420","True"
"473","crazy","23032837","True"
"474","bears","22926868","False"
"475","mouth","22880351","True"
"476","meter","22874915","True"
"477","fruit","22767191","True"
"478","lewis","22640158","False"
"479","sugar","22450333","True"
"480","stick","22399126","True"
"481","allen","22368068","False"
"482","genre","22344091","True"
"483","slide","22339084","True"
"484","exact","22304937","True"
"485","bound","22303643","True"
"486","micro","22219932","True"
"487","dolls","22065047","False"
"488","paint","21926890","True"
"489","delay","21911190","True"
"490","czech","21849930","False"
"491","novel","21821189","True"
"492","ultra","21795075","True"
"493","idaho","21791957","False"
"494","plays","21753930","False"
"495","lodge","21541130","True"
"496","boobs","21461250","False"
"497","broad","21370126","True"
"498","sarah","21321998","False"
"499","clark","21305891","False"
"500","foods","21150689","False"
"501","guard","21137924","True"
"502","newly","21102330","True"
"503","raise","21099943","True"
"504","drama","20939845","True"
"505","bands","20842378","False"
"506","lunch","20807419","True"
"507","dildo","20789655","False"
"508","audit","20786243","True"
"509","tower","20686918","True"
"510","jason","20616747","False"
"511","shell","20599318","True"
"512","solar","20423792","True"
"513","catch","20400979","True"
"514","doubt","20311261","True"
"515","tasks","20273373","False"
"516","const","20236664","False"
"517","doors","20229491","False"
"518","forth","20149609","True"
"519","bruce","19999866","False"
"520","twice","19945569","True"
"521","egypt","19926686","False"
"522","shift","19811555","True"
"523","marks","19747824","False"
"524","loved","19719299","False"
"525","birds","19693729","False"
"526","saved","19635976","False"
"527","shots","19611119","False"
"528","moore","19585613","False"
"529","treat","19442315","True"
"530","piano","19419956","True"
"531","teach","19079783","True"
"532","rapid","19070672","True"
"533","hairy","19060619","True"
"534","dutch","19000979","True"
"535","boots","18968708","False"
"536","holds","18963546","False"
"537","pulse","18893735","True"
"538","metro","18738665","True"
"539","pearl","18707334","True"
"540","penis","18478169","False"
"541","heads","18400524","False"
"542","logos","18366230","False"
"543","milfs","18358745","False"
"544","honda","18261029","False"
"545","bills","18248816","False"
"546","opera","18225169","True"
"547","asset","18178753","True"
"548","blank","18150537","True"
"549","humor","18085495","True"
"550","lived","18050710","False"
"551","tight","17981854","True"
"552","meant","17832930","True"
"553","plane","17799728","True"
"554","meets","17760399","False"
"555","tampa","17654589","False"
"556","grace","17642126","True"
"557","susan","17638870","False"
"558","adams","17620255","False"
"559","villa","17587586","True"
"560","inner","17552078","True"
"561","roman","17431193","False"
"562","taste","17311343","True"
"563","sides","17269191","False"
"564","cache","17250923","True"
"565","lease","17180592","True"
"566","proud","17167504","True"
"567","giant","17098874","True"
"568","seats","17070818","False"
"569","alarm","17059844","True"
"570","usual","17044981","True"
"571","angle","17016075","True"
"572","honor","16787246","True"
"573","eagle","16785232","True"
"574","pants","16774383","False"
"575","nurse","16772151","True"
"576","quiet","16746894","True"
"577","comic","16695850","True"
"578","crown","16651038","True"
"579","maker","16635947","True"
"580","crack","16633701","True"
"581","picks","16627992","False"
"582","smoke","16567733","True"
"583","craft","16528294","True"
"584","apart","16507181","True"
"585","blind","16485480","True"
"586","coins","16449733","False"
"587","gross","16440590","True"
"588","epson","16344475","False"
"589","actor","16282891","True"
"590","finds","16280898","False"
"591","fifth","16255266","True"
"592","prize","16204739","True"
"593","dirty","16101662","True"
"594","wayne","16090093","False"
"595","alive","16064787","True"
"596","prove","16046788","True"
"597","wings","16044458","False"
"598","ridge","15993437","True"
"599","modem","15984492","True"
"600","larry","15900632","False"
"601","moves","15789001","False"
"602","throw","15751985","True"
"603","trend","15747018","True"
"604","rhode","15717565","False"
"605","busty","15705827","False"
"606","worse","15677739","True"
"607","boats","15600762","False"
"608","tells","15534490","False"
"609","fiber","15530318","True"
"610","graph","15526746","True"
"611","talks","15484166","False"
"612","bonds","15431252","False"
"613","fraud","15378751","True"
"614","roger","15353411","True"
"615","crash","15302627","True"
"616","inter","15269346","True"
"617","grove","15189493","True"
"618","spray","15148133","True"
"619","roads","15093621","False"
"620","faces","15050854","False"
"621","cocks","15043799","False"
"622","mayor","15030847","True"
"623","yield","15022494","True"
"624","hence","14992334","True"
"625","radar","14982375","True"
"626","lakes","14947463","False"
"627","diary","14922472","True"
"628","kings","14914273","False"
"629","flags","14870655","False"
"630","baker","14862470","True"
"631","shock","14850388","True"
"632","walls","14837851","False"
"633","ebony","14831025","True"
"634","drawn","14827380","True"
"635","beast","14787561","True"
"636","dodge","14768509","True"
"637","pizza","14763787","True"
"638","yards","14733347","False"
"639","woods","14647735","False"
"640","jokes","14622894","False"
"641","globe","14554904","True"
"642","dicke","14514973","False"
"643","kerry","14514771","False"
"644","ghost","14490042","True"
"645","pride","14428078","True"
"646","keith","14391094","False"
"647","linda","14380554","False"
"648","chile","14372798","False"
"649","maria","14347893","False"
"650","brass","14298573","True"
"651","plaza","14274314","True"
"652","quest","14258533","True"
"653","trans","14243681","False"
"654","booty","14218854","True"
"655","acres","14208905","False"
"656","venue","14204074","True"
"657","vital","14166642","True"
"658","excel","14133468","True"
"659","modes","14131325","False"
"660","enemy","14084182","True"
"661","wells","14073676","False"
"662","opens","14070477","False"
"663","lucky","14053901","True"
"664","thick","14030556","True"
"665","iraqi","13999381","False"
"666","vista","13991160","True"
"667","chips","13982676","False"
"668","terry","13981773","False"
"669","flood","13979267","True"
"670","arena","13966572","True"
"671","grown","13931521","True"
"672","jerry","13908229","False"
"673","smile","13893537","True"
"674","lands","13891179","False"
"675","armed","13866785","False"
"676","laura","13801282","False"
"677","candy","13772033","True"
"678","tiger","13763074","True"
"679","folks","13760930","False"
"680","balls","13683840","False"
"681","boost","13675076","True"
"682","icons","13649671","False"
"683","moral","13643598","True"
"684","keeps","13624468","False"
"685","pound","13620117","True"
"686","roses","13584758","False"
"687","bread","13575360","True"
"688","tough","13560922","True"
"689","gonna","13542156","False"
"690","chest","13516414","True"
"691","billy","13515249","True"
"692","craig","13480763","False"
"693","solve","13452150","True"
"694","nancy","13381057","False"
"695","tones","13373535","False"
"696","sight","13360499","True"
"697","reads","13174104","False"
"698","roles","13171507","False"
"699","glory","13158826","True"
"700","saudi","13123149","False"
"701","fault","13112664","True"
"702","karen","13067717","False"
"703","rugby","12992179","True"
"704","fluid","12943336","True"
"705","barry","12921548","False"
"706","devil","12869511","True"
"707","grass","12868953","True"
"708","marie","12862466","False"
"709","kenya","12839981","False"
"710","sized","12775596","False"
"711","manga","12774174","True"
"712","theft","12744763","True"
"713","swing","12734467","True"
"714","dated","12707511","False"
"715","shoot","12695618","True"
"716","elite","12673836","True"
"717","poems","12662561","False"
"718","robot","12656312","True"
"719","winds","12628386","False"
"720","gnome","12609820","True"
"721","noble","12604679","True"
"722","shore","12568485","True"
"723","loves","12566621","False"
"724","loose","12556710","True"
"725","rocks","12427428","False"
"726","genes","12396954","False"
"727","horny","12363955","True"
"728","hosts","12228736","False"
"729","atlas","12221120","False"
"730","feels","12212683","False"
"731","ralph","12190683","True"
"732","corps","12150135","False"
"733","liver","12139363","True"
"734","decor","12098868","True"
"735","texts","12095723","False"
"736","evans","12020970","False"
"737","fails","12015364","False"
"738","aging","12014007","True"
"739","alice","11994061","False"
"740","clerk","11923960","True"
"741","jeans","11896655","False"
"742","fonts","11884559","False"
"743","favor","11867822","True"
"744","sigma","11864409","True"
"745","xhtml","11856704","False"
"746","aside","11768649","True"
"747","essay","11750312","True"
"748","camps","11712039","False"
"749","aaron","11698784","False"
"750","trace","11697252","True"
"751","packs","11683277","False"
"752","spoke","11577917","True"
"753","arrow","11563142","True"
"754","rough","11557184","True"
"755","weird","11556427","True"
"756","holes","11529280","False"
"757","blade","11527988","True"
"758","meals","11515834","False"
"759","robin","11423944","True"
"760","strap","11414669","True"
"761","crowd","11409218","True"
"762","cloud","11337220","True"
"763","valve","11325360","True"
"764","knife","11297715","True"
"765","shelf","11287023","True"
"766","liked","11282738","False"
"767","adopt","11272339","True"
"768","fotos","11264350","False"
"769","outer","11245167","True"
"770","tales","11222332","False"
"771","islam","11214742","False"
"772","nodes","11208722","False"
"773","seeds","11196921","False"
"774","cited","11195944","False"
"775","skype","11188286","False"
"776","tired","11158233","False"
"777","steam","11141309","True"
"778","acute","11128841","True"
"779","stood","11116275","True"
"780","carol","11109404","True"
"781","stack","11090579","True"
"782","curve","11071177","True"
"783","amber","11065507","True"
"784","waves","11006010","False"
"785","camel","11005001","True"
"786","lamps","11000656","False"
"787","juice","10973425","True"
"788","chase","10971945","True"
"789","sauce","10968629","True"
"790","beads","10825324","False"
"791","flows","10797166","False"
"792","fewer","10792786","True"
"793","lanka","10765788","False"
"794","voted","10746027","False"
"795","bikes","10740880","False"
"796","gates","10734618","False"
"797","slave","10692715","False"
"798","lycos","10665969","False"
"799","zdnet","10661625","False"
"800","combo","10592758","False"
"801","haven","10569212","True"
"802","charm","10554644","True"
"803","basin","10544774","True"
"804","ranch","10539650","True"
"805","drunk","10519219","True"
"806","toner","10508427","False"
"807","latex","10502825","False"
"808","delhi","10491603","False"
"809","alien","10490554","True"
"810","broke","10460811","True"
"811","nepal","10459583","False"
"812","discs","10404995","False"
"813","rocky","10404321","True"
"814","fleet","10364423","True"
"815","bunch","10355431","True"
"816","cents","10301064","False"
"817","omega","10289113","True"
"818","civic","10283668","True"
"819","saver","10258158","False"
"820","grill","10254124","True"
"821","grain","10244623","True"
"822","wanna","10232302","False"
"823","seeks","10174194","False"
"824","gains","10137566","False"
"825","salon","10079006","True"
"826","turbo","10058686","True"
"827","thats","10034213","False"
"828","aimed","10030370","False"
"829","reset","10021033","True"
"830","brush","10018684","True"
"831","spare","10009522","True"
"832","kodak","10005470","False"
"833","honey","9978043","True"
"834","gauge","9952466","True"
"835","faced","9938155","False"
"836","sixth","9920054","True"
"837","farms","9908537","False"
"838","cheat","9903572","True"
"839","sandy","9897487","True"
"840","macro","9885853","True"
"841","laugh","9822471","True"
"842","pitch","9800556","True"
"843","autos","9798008","False"
"844","perry","9785838","False"
"845","dozen","9776227","True"
"846","teeth","9769437","True"
"847","cloth","9764137","True"
"848","stamp","9760468","True"
"849","cargo","9748668","True"
"850","salem","9735569","False"
"851","likes","9727733","False"
"852","tapes","9719559","False"
"853","zones","9719114","False"
"854","races","9715279","False"
"855","maple","9704551","True"
"856","depot","9688338","True"
"857","blend","9680982","True"
"858","julie","9674906","False"
"859","janet","9666108","False"
"860","phpbb","9649545","False"
"861","probe","9643801","True"
"862","helen","9600641","False"
"863","lopez","9593132","False"
"864","debug","9581095","True"
"865","chuck","9574825","True"
"866","ebook","9558308","False"
"867","bingo","9539002","True"
"868","minds","9529696","False"
"869","xanax","9510471","False"
"870","leeds","9491065","False"
"871","cedar","9484993","True"
"872","blair","9463587","False"
"873","hopes","9462715","False"
"874","mason","9461838","True"
"875","burns","9460104","False"
"876","mario","9447559","False"
"877","pairs","9432115","False"
"878","chose","9409845","True"
"879","blast","9387171","True"
"880","brake","9321885","True"
"881","congo","9310976","False"
"882","olive","9298184","True"
"883","cyber","9289150","True"
"884","clone","9284578","True"
"885","dicks","9280692","False"
"886","relay","9275052","True"
"887","tears","9274206","False"
"888","oasis","9270498","False"
"889","angry","9267505","True"
"890","lover","9234545","True"
"891","malta","9212218","False"
"892","daddy","9211193","True"
"893","ferry","9208954","True"
"894","omaha","9193841","False"
"895","loads","9175948","False"
"896","motel","9170238","True"
"897","rally","9155530","True"
"898","dying","9123557","True"
"899","stuck","9120620","True"
"900","vocal","9082826","True"
"901","organ","9077449","True"
"902","lemon","9066930","True"
"903","toxic","9065369","True"
"904","bench","8992211","True"
"905","rider","8987802","True"
"906","butts","8968856","False"
"907","bobby","8964342","True"
"908","sheep","8962638","True"
"909","wines","8939582","False"
"910","salad","8923706","True"
"911","paste","8913055","True"
"912","katie","8878399","False"
"913","relax","8856944","True"
"914","sword","8835685","True"
"915","sells","8827377","False"
"916","coral","8818272","True"
"917","pixel","8813200","True"
"918","float","8808655","True"
"919","colin","8807299","False"
"920","paths","8806073","False"
"921","acids","8793940","False"
"922","dairy","8781961","True"
"923","admit","8780656","True"
"924","fancy","8777135","True"
"925","samoa","8775146","False"
"926","squad","8744772","True"
"927","wages","8737438","False"
"928","males","8708016","False"
"929","chaos","8690268","True"
"930","wheat","8685589","True"
"931","bases","8663363","False"
"932","bride","8650665","True"
"933","begun","8636352","True"
"934","socks","8632058","False"
"935","essex","8617835","False"
"936","fever","8582665","True"
"937","drums","8560748","False"
"938","rover","8537021","True"
"939","flame","8527495","True"
"940","tanks","8526525","False"
"941","spell","8506049","True"
"942","emily","8497262","False"
"943","annex","8465905","True"
"944","sudan","8447525","False"
"945","hints","8393784","False"
"946","wired","8371548","False"
"947","elvis","8369987","False"
"948","argue","8353605","True"
"949","arise","8337093","True"
"950","jamie","8330541","False"
"951","bitch","8302447","False"
"952","chess","8293823","True"
"953","oscar","8285553","False"
"954","menus","8283476","False"
"955","canal","8278196","True"
"956","amino","8273641","False"
"957","herbs","8271850","False"
"958","lying","8260845","True"
"959","drill","8248787","True"
"960","bryan","8247764","False"
"961","hobby","8237250","True"
"962","tries","8236889","False"
"963","trick","8208473","True"
"964","myers","8188797","False"
"965","drops","8187657","False"
"966","wider","8186703","True"
"967","screw","8177263","True"
"968","blame","8170544","True"
"969","fifty","8133138","True"
"970","uncle","8127694","True"
"971","jacob","8114034","False"
"972","randy","8110369","True"
"973","brick","8094369","True"
"974","naval","8091649","True"
"975","donna","8058734","False"
"976","cabin","8052267","True"
"977","eddie","8038567","False"
"978","fired","8031937","False"
"979","perth","8020600","False"
"980","syria","8013914","False"
"981","klein","8009252","False"
"982","tires","8007166","False"
"983","retro","8000179","True"
"984","anger","7991036","True"
"985","glenn","7963817","False"
"986","handy","7936655","True"
"987","crops","7931319","False"
"988","guild","7923630","True"
"989","tribe","7890695","True"
"990","batch","7835050","True"
"991","alter","7831337","True"
"992","ghana","7826979","False"
"993","edges","7826115","False"
"994","amend","7806844","True"
"995","chick","7771502","True"
"996","thong","7747699","True"
"997","medal","7747036","True"
"998","walks","7744070","False"
"999","sucks","7743126","False"
"1000","booth","7723310","True"
"1001","indie","7722085","False"
"1002","bones","7717501","False"
"1003","breed","7716901","True"
"1004","polar","7715471","True"
"1005","msgid","7711057","False"
"1006","carey","7679924","False"
"1007","danny","7664864","False"
"1008","patio","7627536","True"
"1009","lloyd","7624316","False"
"1010","beans","7607524","False"
"1011","ellis","7607078","False"
"1012","snake","7606395","True"
"1013","julia","7556335","False"
"1014","berry","7551906","True"
"1015","ought","7523238","True"
"1016","fixes","7513516","False"
"1017","sends","7512707","False"
"1018","mazda","7509120","False"
"1019","timer","7488669","True"
"1020","tyler","7474964","False"
"1021","verse","7469512","True"
"1022","highs","7468394","False"
"1023","ellen","7450956","False"
"1024","racks","7436380","False"
"1025","nasty","7434847","True"
"1026","watts","7423674","False"
"1027","forty","7415064","True"
"1028","tubes","7413309","False"
"1029","floyd","7401451","False"
"1030","queue","7398569","True"
"1031","exams","7364984","False"
"1032","welsh","7346867","True"
"1033","belly","7346354","True"
"1034","haiti","7332685","False"
"1035","elder","7299470","True"
"1036","sonic","7298920","True"
"1037","thumb","7284386","True"
"1038","ranks","7222499","False"
"1039","debut","7220643","True"
"1040","penny","7162062","True"
"1041","remix","7132676","False"
"1042","alias","7132147","False"
"1043","newer","7122879","True"
"1044","spice","7120274","True"
"1045","ascii","7108409","False"
"1046","donor","7096675","True"
"1047","trash","7092806","True"
"1048","manor","7084688","True"
"1049","diane","7081367","False"
"1050","disco","7067687","True"
"1051","endif","7063258","False"
"1052","milan","6999311","False"
"1053","shade","6996835","True"
"1054","digit","6991045","True"
"1055","lyric","6970278","True"
"1056","grave","6929008","True"
"1057","howto","6907401","False"
"1058","devon","6896016","False"
"1059","saves","6892635","False"
"1060","lobby","6887477","True"
"1061","punch","6872844","True"
"1062","gotta","6870320","False"
