"word","wordle_valid"
"augen","False"
"auger","True"
"auget","False"
"aught","True"
"augur","True"
"aulae","False"
"aulas","True"
"aulic","True"
"auloi","True"
"aulos","True"
"aumil","True"
"aunts","True"
"aunty","True"
"aurae","True"
"aural","True"
"aurar","True"
"auras","True"
"aurei","True"
"aures","True"
"auric","True"
"aurin","False"
"aurir","False"
"auris","True"
"aurum","True"
"auryl","False"
"autem","False"
"autor","False"
"autos","True"
"autre","False"
"auxil","False"
"auxin","True"
"avahi","False"
"avail","True"
"avale","True"
"avant","True"
"avars","False"
"avast","True"
"avell","False"
"avena","False"
"avens","True"
"aveny","False"
"avera","False"
"avern","False"
"avers","True"
"avert","True"
"avery","False"
"avgas","True"
"avian","True"
"avick","False"
"aview","False"
"avile","False"
"avine","True"
"avion","True"
"aviso","True"
"avoid","True"
"avoir","False"
"avoke","False"
"avoue","False"
"avour","False"
"avowe","False"
"avows","True"
"awabi","False"
"awacs","False"
"awaft","False"
"await","True"
"awake","True"
"awald","False"
"awalt","False"
"awane","False"
"award","True"
"aware","True"
"awarn","True"
"awash","True"
"awave","True"
"aways","True"
"awber","False"
"aweek","False"
"aweel","True"
"awest","False"
"aweto","True"
"awful","True"
"awhet","False"
"awhir","False"
"awide","False"
"awing","True"
"awink","False"
"awiwi","False"
"awkly","False"
"awned","True"
"awner","True"
"awoke","True"
"awols","True"
"awork","True"
"axels","True"
"axers","False"
"axial","True"
"axile","True"
"axils","True"
"axine","False"
"axing","True"
"axiom","True"
"axion","True"
"axite","True"
"axled","True"
"axles","True"
"axman","True"
"axmen","True"
"axoid","True"
"axone","True"
"axons","True"
"ayahs","True"
"ayelp","True"
"ayens","False"
"ayins","True"
"aylet","False"
"ayllu","False"
"ayond","False"
"ayont","True"
"ayous","False"
"ayuyu","False"
"azans","True"
"azide","True"
"azido","True"
"azine","True"
"azlon","True"
"azoch","False"
"azofy","False"
"azoic","True"
"azole","True"
"azons","True"
"azote","True"
"azoth","True"
"azoxy","False"
"aztec","False"
"azure","True"
"azury","True"
"azyme","True"
"baaed","True"
"baals","True"
"babai","False"
"babas","True"
"babby","False"
"babel","True"
"babes","True"
"babis","False"
"babka","True"
"bable","False"
"baboo","True"
"babua","False"
"babul","True"
"babus","True"
"bacao","False"
"bacca","True"
"baccy","True"
"bache","False"
"bacin","False"
"bacis","False"
"backs","True"
"backy","False"
"bacon","True"
"badan","False"
"baddy","True"
"badge","True"
"badju","False"
"badly","True"
"badon","False"
"baffs","True"
"baffy","True"
"bafta","False"
"bagdi","False"
"bagel","True"
"bagge","False"
"baggy","True"
"bagie","True"
"bagio","False"
"bagle","False"
"bagne","False"
"bagre","False"
"bahai","False"
"baham","False"
"bahan","False"
"bahar","False"
"bahay","False"
"bahoe","False"
"bahoo","False"
"bahts","True"
"bahur","False"
"bahut","True"
"baign","False"
"baile","False"
"bailo","False"
"bails","True"
"baioc","False"
"bairn","True"
"baith","True"
"baits","True"
"baiza","True"
"baize","True"
"bajan","True"
"bajau","False"
"bajra","True"
"bajri","True"
"bakal","False"
"baked","True"
"baken","True"
"baker","True"
"bakes","True"
"bakie","False"
"bakli","False"
"bakra","True"
"balai","False"
"balak","False"
"balan","False"
"balao","False"
"balas","True"
"balat","False"
"balau","False"
"balds","True"
"baldy","True"
"baled","True"
"balei","False"
"baler","True"
"bales","True"
"balks","True"
"balky","True"
"balli","False"
"ballo","False"
"balls","True"
"bally","True"
"balms","True"
"balmy","True"
"balon","False"
"baloo","True"
"balor","False"
"balow","False"
"balsa","True"
"balti","True"
"balun","True"
"balut","False"
"balza","False"
"bamah","False"
"banak","True"
"banal","True"
"banat","False"
"banba","False"
"banca","False"
"banco","True"
"banda","True"
"bande","False"
"bandh","True"
"bandi","False"
"bando","False"
"bands","True"
"bandy","True"
"baned","True"
"banes","True"
"banff","False"
"banga","False"
"bange","False"
"bangs","True"
"bangy","False"
"bania","True"
"banig","False"
"banjo","True"
"banks","True"
"banky","False"
"banns","True"
"bantu","True"
"banty","True"
"banus","False"
"banya","True"
"barad","False"
"barat","False"
"barba","False"
"barbe","True"
"barbs","True"
"barbu","False"
"barde","True"
"bardo","True"
"bards","True"
"bardy","True"
"bared","True"
"barer","True"
"bares","True"
"baret","False"
"barff","False"
"barfs","True"
"barfy","False"
"barge","True"
"bargh","False"
"baria","False"
"baric","True"
"barid","False"
"barie","False"
"barih","False"
"baris","False"
"barit","False"
"barks","True"
"barky","True"
"barly","False"
"barms","True"
"barmy","True"
"barns","True"
"barny","True"
"baroi","False"
"baron","True"
"barra","True"
"barre","True"
"barry","True"
"barse","False"
"barth","False"
"barye","True"
"basad","False"
"basal","True"
"basan","True"
"basat","False"
"based","True"
"baser","True"
"bases","True"
"basic","True"
"basil","True"
"basin","True"
"basis","True"
"baske","False"
"basks","True"
"bason","True"
"basos","False"
"bassa","False"
"bassi","True"
"basso","True"
"bassy","True"
"basta","True"
"baste","True"
"basti","True"
"basto","True"
"basts","True"
"basyl","False"
"batad","False"
"batak","False"
"batan","False"
"batch","True"
"batea","False"
"bated","True"
"batel","False"
"bater","False"
"bates","True"
"bathe","True"
"baths","True"
"batik","True"
"batis","False"
"baton","True"
"batta","True"
"batts","True"
"battu","True"
"batty","True"
"batwa","False"
"baubo","False"
"bauch","False"
"bauds","True"
"bauge","False"
"bauld","False"
"baulk","True"
"baume","False"
"bauno","False"
"baure","False"
"bauta","False"
"bavin","True"
"bawds","True"
"bawdy","True"
"bawke","False"
"bawls","True"
"bawly","False"
"bawra","False"
"bawty","True"
"bayal","False"
"bayed","True"
"bayok","False"
"bayou","True"
"bazar","True"
"bazoo","True"
"beach","True"
"beads","True"
"beady","True"
"beaks","True"
"beaky","True"
"beala","False"
"beams","True"
"beamy","True"
"beano","True"
"beans","True"
"beant","False"
"beany","True"
"beard","True"
"bearm","False"
"bears","True"
"beast","True"
"beata","False"
"beath","True"
"beati","False"
"beats","True"
"beaus","True"
"beaut","True"
"beaux","True"
"bebar","False"
"bebat","False"
"bebay","False"
"bebed","False"
"bebog","False"
"bebop","True"
"becap","True"
"becco","False"
"beche","False"
"becks","True"
"becky","False"
"becry","False"
"becut","False"
"bedad","True"
"beday","False"
"bedel","True"
"beden","False"
"bedew","True"
"bedim","True"
"bedin","False"
"bedip","False"
"bedog","False"
"bedot","False"
"bedub","False"
"bedur","False"
"bedye","True"
"beech","True"
"beedi","True"
"beefs","True"
"beefy","True"
"beele","False"
"beent","False"
"beeps","True"
"beers","True"
"beery","True"
"beest","False"
"beeth","False"
"beets","True"
"beety","False"
"beeve","False"
"befan","False"
"befit","True"
"befog","True"
"befop","False"
"befur","False"
"begad","True"
"began","True"
"begar","True"
"begat","True"
"begay","False"
"begem","True"
"beget","True"
"begin","True"
"begob","False"
"begod","False"
"begot","True"
"begum","True"
"begun","True"
"begut","False"
"behap","False"
"behav","False"
"behen","False"
"behew","False"
"beice","False"
"beige","True"
"beigy","True"
"beild","False"
"being","True"
"beira","False"
"beisa","False"
"bejan","False"
"bejel","False"
"bejig","False"
"bekah","True"
"bekko","False"
"belah","True"
"belam","False"
"belap","False"
"belar","True"
"belat","False"
"belay","True"
"belch","True"
"belee","True"
"belga","True"
"belie","True"
"belis","False"
"bella","False"
"belle","True"
"belli","False"
"bello","False"
"bells","True"
"belly","True"
"below","True"
"belts","True"
"belue","False"
"belve","False"
"bemad","True"
"beman","False"
"bemar","False"
"bemas","True"
"bemat","False"
"bemba","False"
"bemix","True"
"bemol","False"
"bemud","True"
"benab","False"
"bench","True"
"benda","False"
"bends","True"
"bendy","True"
"benes","True"
"benet","True"
"benic","False"
"benim","False"
"benin","False"
"benjy","False"
"benne","True"
"benni","True"
"benny","True"
"bensh","False"
"bents","True"
"benty","True"
"benzo","False"
"beode","False"
"bepat","True"
"bepaw","False"
"bepen","False"
"bepun","False"
"berat","False"
"beray","True"
"beret","True"
"bergh","False"
"bergs","True"
"bergy","False"
"berme","True"
"berms","True"
"berne","False"
"berob","True"
"beroe","False"
"berri","False"
"berry","True"
"berth","True"
"berun","False"
"beryl","True"
"beryx","False"
"besan","False"
"besee","True"
"beset","True"
"besew","False"
"besin","False"
"besit","True"
"besom","True"
"besot","True"
"bespy","False"
"besra","False"
"bessi","False"
"bessy","False"
"bests","True"
"betag","False"
"betas","True"
"betel","True"
"betes","True"
"beths","True"
"betis","False"
"beton","True"
"betso","False"
"betsy","False"
"betta","True"
"betty","True"
"bevel","True"
"bever","True"
"bevil","False"
"bevor","True"
"bevue","True"
"bevvy","True"
"bewet","True"
"bewig","True"
"bewit","False"
"bewry","False"
"bezan","False"
"bezel","True"
"bezil","True"
"bezzi","False"
"bezzo","False"
"bhaga","False"
"bhalu","False"
"bhang","True"
"bhara","False"
"bhava","False"
"bhili","False"
"bhima","False"
"bhoot","True"
"bhuts","True"
"biabo","False"
"biali","True"
"bialy","True"
"bibbs","True"
"bibby","False"
"bibio","False"
"bible","True"
"bicep","True"
"bices","True"
"bichy","False"
"bidar","False"
"biddy","True"
"bided","True"
"bider","True"
"bides","True"
"bidet","True"
"bidri","False"
"bidry","False"
"bield","True"
"biens","False"
"biers","True"
"bifer","False"
"biffs","True"
"biffy","True"
"bifid","True"
"bigae","True"
"bigam","False"
"bigas","False"
"biggy","True"
"bigha","True"
"bight","True"
"bigly","True"
"bigot","True"
"bihai","False"
"biham","False"
"bijou","True"
"biked","True"
"biker","True"
"bikes","True"
"bikie","True"
"bikol","False"
"bilbi","False"
"bilbo","True"
"bilby","True"
"bilch","False"
"biles","True"
"bilge","True"
"bilgy","True"
"bilic","False"
"bilin","False"
"bilio","False"
"bilks","True"
"billa","False"
"bills","True"
"billy","True"
"bilos","False"
"bilsh","False"
"bimah","True"
"bimas","True"
"bimbo","True"
"binal","True"
"bindi","True"
"binds","True"
"bines","True"
"binge","True"
"bingo","True"
"bingy","True"
"binit","True"
"binna","False"
"binny","False"
"bints","True"
"biome","True"
"biont","True"
"biose","False"
"biota","True"
"biped","True"
"bipod","True"
"birch","True"
"birde","False"
"birds","True"
"birdy","False"
"birks","True"
"birky","False"
"birle","True"
"birls","True"
"birma","False"
"birne","False"
"birny","False"
"biron","False"
"birri","False"
"birrs","True"
"birse","True"
"birsy","True"
"birth","True"
"bises","True"
"biset","False"
"bisie","False"
"bisks","True"
"bisme","False"
"bison","True"
"bisso","False"
"bisti","False"
"bitch","False"
"bited","False"
"biter","True"
"bites","True"
"bitis","False"
"bitsy","True"
"bitte","True"
"bitts","True"
"bitty","True"
"biune","False"
"bivvy","True"
"bixin","False"
"bizel","False"
"bizen","False"
"bizes","True"
"bizet","False"
"blabs","True"
"black","True"
"blade","True"
"blady","True"
"blaff","True"
"blahs","True"
"blain","True"
"blair","False"
"blake","False"
"blame","True"
"blams","True"
"blanc","False"
"bland","True"
"blank","True"
"blare","True"
"blart","True"
"blase","True"
"blash","True"
"blast","True"
"blate","True"
"blats","True"
"blawn","True"
"blaws","True"
"blayk","False"
"blaze","True"
"blazy","False"
"bleak","True"
"blear","True"
"bleat","True"
"blebs","True"
"bleck","False"
"bleed","True"
"bleep","True"
"blend","True"
"blenk","False"
"blens","False"
"blent","True"
"blere","False"
"bless","True"
"blest","True"
"blets","True"
"blibe","False"
"blick","False"
"blier","False"
"blimp","True"
"blimy","True"
"blind","True"
"blini","True"
"blink","True"
"bliny","True"
"blips","True"
"blirt","False"
"bliss","True"
"blist","True"
"blite","True"
"blitz","True"
"blizz","False"
"bloat","True"
"blobs","True"
"block","True"
"blocs","True"
"bloke","True"
"blond","True"
"blood","True"
"bloom","True"
"bloop","True"
"blore","True"
"blote","False"
"blots","True"
"blout","False"
"blown","True"
"blows","True"
"blowy","True"
"blued","True"
"bluer","True"
"blues","True"
"bluet","True"
"bluey","True"
"bluff","True"
"blume","True"
"blunk","True"
"blunt","True"
"blurb","True"
"blurs","True"
"blurt","True"
"blush","True"
"blype","True"
"board","True"
"boars","True"
"boart","True"
"boast","True"
"boats","True"
"bobac","True"
"bobby","True"
"bobet","False"
"bobol","True"
"bocal","False"
"bocca","True"
"bocce","True"
"bocci","True"
"boche","True"
"bocks","True"
"bocoy","False"
"boded","True"
"boden","False"
"boder","False"
"bodes","True"
"bodge","True"
"bodhi","True"
"bodle","True"
"boers","False"
"boffo","True"
"boffs","True"
"bogan","True"
"boget","False"
"bogey","True"
"boggy","True"
"bogie","True"
